Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_67_004,2022,Modern History,,तुगरिल खान ने किसके शासन काल में विद्रोह किया था?,अलाउद्दीन खिलजी,फ़िरोज़ तुगलक,ख़िज्र खान,बलबन,D,बलबन,,Medium,MCQ,,
BPSC_67_005,2022,Modern History,,अंग्रेजों के खिलाफ लड़ने वाला पहला मुगल शासक कौन था?,औरंगजेब,शाहजहाँ,बहादुर शाह जफर,जहांगीर,A,औरंगजेब,,Medium,MCQ,,
BPSC_67_004,2022,Science,,ठगों के संगठित गिरोह का दमन। नीचे दिए गए कोड से सही उत्तर चुनें।,"केवल 1, 3 और 4","केवल 1, 2 और 4","1, 2, 3 और 4",केवल 1 और 2,B,"केवल 1, 2 और 4",,Medium,MCQ,,
BPSC_67_007,2022,General Studies,,सिंध को जीत लिया गया और उस पर कब्ज़ा कर लिया गया,स्लीमन,नेपियर,लॉरेंस,वेलिंग्टन,B,नेपियर,,Medium,MCQ,,
BPSC_67_008,2022,General Studies,,भारत में पहली जनगणना किस वर्ष शुरू की गई थी?,1901,1911,1921,1872,D,1872,,Medium,MCQ,,
BPSC_67_009,2022,Modern History,,"सुखदेव, भगत सिंह और राजगुरु को किस तिथि को फाँसी दी गई थी?","23 मार्च, 1931.","7 सितंबर, 1931","4 मार्च, 1931","12 नवंबर, 1930",A,"23 मार्च, 1931.",,Medium,MCQ,,
BPSC_67_010,2022,Modern History,,1940 में महात्मा गांधी द्वारा शुरू किये गये व्यक्तिगत सत्याग्रह के तीसरे सत्याग्रही कौन थे?,जवाहरलाल नेहरू,राजेंद्र प्रसाद,ब्रह्म दत्त,विनोबा भावे,C,ब्रह्म दत्त,,Medium,MCQ,,
BPSC_67_011,2022,Modern History,,भारत छोड़ो आंदोलन के दौरान गुप्त रेडियो किसने लॉन्च किया था?,सुभद्रा कुमारी चौहान,सुचेता कृपलानी,एनी बेसेंट,उषा मेहता,D,उषा मेहता,,Medium,MCQ,,
BPSC_67_012,2022,Ancient History,,मगध शासक बिम्बिसार का चिकित्सक कौन था?,विजयसेन,जीवक,मनु,शीलभद्र,B,जीवक,,Medium,MCQ,,
BPSC_67_013,2022,Bihar Special,,बिहार में तुर्क शासन का वास्तविक संस्थापक कौन था?,इब्न बख्तियार खिलजी,इब्राहिम,दरिया खान नूहानी,मलिक हुसामुद्दीन,A,इब्न बख्तियार खिलजी,,Medium,MCQ,,
BPSC_67_014,2022,Polity,,प्रथम भारतीय गवर्नर कौन थे?,डॉ. श्रीकृष्ण सिंहन,बृजकिशोर प्रसाद,बी. पी. मंडल,सत्येन्द्र प्रसन्न सिन्हा,D,सत्येन्द्र प्रसन्न सिन्हा,,Medium,MCQ,,
BPSC_67_015,2022,Modern History,,संथाल विद्रोह के नेता कौन थे?,सिद्धु और कान्हू,गौरक्षणी भगत और केशव चंद्र रॉय,शंभूनाथ पाल और कोर्रा मलैया,जरा भगत और बलराम भगत,A,सिद्धु और कान्हू,,Medium,MCQ,,
BPSC_67_016,2022,Modern History,,बिहार का चौरी विद्रोह किस वर्ष हुआ था?,1842,1798,1784,1832,B,1798,,Medium,MCQ,,
BPSC_67_017,2022,Bihar Special,,उड़ीसा बिहार से किस वर्ष अलग हुआ?,1936,1956,2000,1912,A,1936,,Medium,MCQ,,
BPSC_67_018,2022,Ancient History,,प्रथम बौद्ध परिषद कहाँ बुलाई गई थी?,राजगिरिहा,अमरावती,कंगनहल्ली,पाटलिपुत्र,A,राजगिरिहा,,Medium,MCQ,,
BPSC_67_019,2022,Ancient History,,किस गुप्त शासक ने अपने बड़े भाई की हत्या के बाद राजगद्दी संभाली?,समुद्रगुप्त,चंद्रगुप्त द्वितीय,स्कन्दगुप्त,श्री गुप्ता,B,चंद्रगुप्त द्वितीय,,Medium,MCQ,,
BPSC_67_021,2022,Geography,,सारगासो सागर किसका भाग है?,आर्कटिक महासागर,उत्तरी अटलांटिक महासागर,दक्षिण अटलांटिक महासागर,हिंद महासागर,B,उत्तरी अटलांटिक महासागर,,Medium,MCQ,,
BPSC_67_022,2022,General Studies,,भारत और चीन के बीच की सीमा रेखा क्या कहलाती है?,रैडक्लिफ़ रेखा,इंदिरा प्वाइंट,डूरंड रेखा,मैकमोहन रेखा,D,मैकमोहन रेखा,,Medium,MCQ,,
BPSC_67_023,2022,Geography,,राजस्थान में बहुत कम वर्षा होती है क्योंकि,यह बहुत गरम है,वहाँ पानी उपलब्ध नहीं है और इस प्रकार हवाएँ शुष्क रहती हैं,हवा को ठंडा करने के लिए आवश्यक उत्थान के लिए हवाओं को कोई बाधा नहीं आती है,इस क्षेत्र में मानसून पहुंचने में विफल रहता है,C,हवा को ठंडा करने के लिए आवश्यक उत्थान के लिए हवाओं को कोई बाधा नहीं आती है,,Medium,MCQ,,
BPSC_67_003,2022,Environment,,प्रोजेक्ट टाइगर एक बाघ संरक्षण कार्यक्रम है। उपरोक्त में से कौन सा/से कथन सही है/हैं?,केवल 1 और 3,केवल 2 और 3,"1, 2 और 3",केवल 1,C,"1, 2 और 3",,Medium,MCQ,,
BPSC_67_025,2022,General Studies,,करेवा किस खेती के लिए प्रसिद्ध हैं?,केसर,आम,अंगूर,केला,A,केसर,,Medium,MCQ,,
BPSC_67_026,2022,Bihar Special,,भारत में कौन सा राज्य थोरियम का प्रमुख उत्पादक है?,बिहार,झारखंड,मध्य प्रदेश,केरल,D,केरल,,Medium,MCQ,,
BPSC_67_027,2022,Ancient History,,अखबारी कागज उद्योग निम्नलिखित में से किस स्थान पर स्थित है?,दुर्गापुर,नेपानगर,कानपुर,सताना,B,नेपानगर,,Medium,MCQ,,
BPSC_67_028,2022,General Studies,,भारत में पहली कोयला खदान कहाँ खनन की गई थी?,रानीगंज,धनबाद,आसनसोल,झरिया,A,रानीगंज,,Medium,MCQ,,
BPSC_67_029,2022,Bihar Special,,"भारत की जनगणना, 201 के अनुसार भारत में कौन सी अनुसूचित जनजाति सबसे बड़ी है?",कोल,बजाज होल्डिंग,गोंड,संथाल,B,बजाज होल्डिंग,,Medium,MCQ,,
BPSC_67_030,2022,Bihar Special,,बिहार राज्य का कुल भौगोलिक क्षेत्रफल है,94316 वर्ग कि.मी,94163 वर्ग कि.मी,94526 वर्ग कि.मी,94200 वर्ग कि.मी,B,94163 वर्ग कि.मी,,Medium,MCQ,,
BPSC_67_031,2022,Geography,,किस नदी को बिहार का शोक कहा जाता है?,गंगा,कोसी,सोन,घाघरा,B,कोसी,,Medium,MCQ,,
BPSC_67_032,2022,Bihar Special,,तेलहर कुंड जलप्रपात बिहार के किस जिले में स्थित है?,नवादा,कैमूर,रोहतास,सासाराम,B,कैमूर,,Medium,MCQ,,
BPSC_67_033,2022,Bihar Special,,बिहार में एशिया की सबसे बड़ी एवं मीठे पानी की ऑक्सबो झील कौन सी है?,कांवर झील,अनुपम झील,कुशेश्वर झील,घोघा झील,A,कांवर झील,,Medium,MCQ,,
BPSC_67_034,2022,Economy,,बिहार के किस जिले में सोने का सबसे बड़ा भंडार है?,जमुई,बांका,कटिहार,मुंगेर,A,जमुई,,Medium,MCQ,,
BPSC_67_035,2022,Economy,,बिहार का कौन सा जिला 'रेशम नगरी' के नाम से जाना जाता है?,भोजपुर,भागलपुर,बांका,कटिहार,B,भागलपुर,,Medium,MCQ,,
BPSC_67_036,2022,Bihar Special,,भारत की जनगणना 2011 के अनुसार बिहार की महिला साक्षरता दर क्या है?,71.25%,50.50%,51.50%,61.80%,C,51.50%,,Medium,MCQ,,
BPSC_67_037,2022,General Studies,,सौर मंडल का प्रमुख खगोलीय पिंड कौन सा है?,बृहस्पति,शनि ग्रह,सूरज,धरती,C,सूरज,,Medium,MCQ,,
BPSC_67_038,2022,Science,,पृथ्वी की आंतरिक परत के निर्माण में कौन से तत्व प्रचुर मात्रा में हैं?,सिलिका और मैग्नीशियम,बेसाल्ट और सिलिका,निकेल और फेरम,सिलिका और एल्यूमीनियम,C,निकेल और फेरम,,Medium,MCQ,,
BPSC_67_039,2022,General Studies,,निम्नलिखित में से किसने अपरदन के भौगोलिक चक्र की अवधारणा प्रस्तुत की?,डब्ल्यू एम डेविस,एस. डब्ल्यू. वूल्ड्रिज,कोबर,ए होम्स,A,डब्ल्यू एम डेविस,,Medium,MCQ,,
BPSC_67_040,2022,General Studies,,"किस गोलार्ध में गर्जनशील चालीस, उग्र अर्द्धशतक और चीखती हुई साठ की ध्वनि बह रही है?",दक्षिणी गोलार्द्ध,पूर्वी गोलार्ध,यह कौनसा महीना है,उत्तरी गोलार्द्ध,A,दक्षिणी गोलार्द्ध,,Medium,MCQ,,
BPSC_67_041,2022,Polity,,सामान्यतः लोकसभा में कितने सत्र होते हैं?,4,5,6,3,D,3,,Medium,MCQ,,
BPSC_67_042,2022,General Studies,,स्वतंत्र भारत में प्रथम विधि आयोग के अध्यक्ष कौन थे?,न्यायमूर्ति वी.के. सुंदरम,न्यायमूर्ति टी. वी. वेंकटराम अय्यर,श्री एम. सी. सीतलवाड,न्यायमूर्ति जे.एल. कपूर,C,श्री एम. सी. सीतलवाड,,Medium,MCQ,,
BPSC_67_043,2022,Polity,,"यदि भारत में 'एक राष्ट्र एक चुनाव' को साकार करना है, तो भारतीय संविधान के किस अनुच्छेद में संशोधन की आवश्यकता होगी?",अनुच्छेद 172,अनुच्छेद 356,अनुच्छेद 246,अनुच्छेद 83,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक। उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_67_044,2022,Polity,,किस राज्य में पंचायती व्यवस्था नहीं है?,मिजोरम,मेघालय,केरल,नगालैंड,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_67_045,2022,Polity,,लोकसभा के लिए प्रत्येक राज्य और क्षेत्रीय निर्वाचन क्षेत्रों का विभाजन परिसीमन आयोग द्वारा किया जाता है। यह परिसीमन किस वर्ष तक के लिए रोका गया है?,2025,2026,2027,2024,B,2026,,Medium,MCQ,,
BPSC_67_046,2022,Polity,,सर्वोच्च न्यायालय एक है,मानवाधिकारों के रक्षक,संविधान के अंतिम व्याख्याकार,घरेलू कोर्ट,संघीय न्यायालय,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_67_047,2022,Polity,,पंचायतों की वित्तीय स्थिति की समीक्षा के लिए राज्य सरकार प्रत्येक पाँच वर्ष में एक समिति का गठन करती है,वित्त समिति,सलाहकार आयोग,सलाहकार समिति,वित्त आयोग,D,वित्त आयोग,,Medium,MCQ,,
BPSC_67_048,2022,General Studies,,सामुदायिक विकास का उद्देश्य क्या है?,मानव पूंजी का निर्माण करें,पर्यावरण संरक्षण,सामंजस्यपूर्ण जीवन,आर्थिक विकास,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक। उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_67_049,2022,Polity,,2022 के लिए भारत के 16वें उपराष्ट्रपति चुनाव के लिए निर्वाचक मंडल में कितने सदस्य होते हैं?,788,545,250,798,A,788,,Medium,MCQ,,
BPSC_67_050,2022,Polity,,भारतीय राष्ट्रपति कितनी बार पुनः निर्वाचित होने के पात्र होते हैं?,दो बार,तीन बार,कितनी भी बार,एक बार,C,कितनी भी बार,,Medium,MCQ,,
BPSC_67_051,2022,Economy,,भंडारी समिति का संबंध है,अप्रत्यक्ष कराधान,कृषि ऋण,क्षेत्रीय ग्रामीण बैंकों का पुनर्गठन,प्रत्यक्ष कराधान,C,क्षेत्रीय ग्रामीण बैंकों का पुनर्गठन,,Medium,MCQ,,
BPSC_67_052,2022,Economy,,राष्ट्रीय पेंशन योजना (एनपीएस) से संबंधित सही कथन चुनें।,एनपीएस भारत के सभी नागरिकों को नियमित आय की सुविधा प्रदान करने के लिए भारत सरकार द्वारा शुरू की गई एक सेवानिवृत्ति लाभ योजना है।,एनपीएस को आईआरडीए द्वारा विनियमित किया जाता है।,एनपीएस को सेबी द्वारा विनियमित किया जाता है।,एनपीएस को पेंशन फंड नियामक और विकास प्राधिकरण द्वारा विनियमित किया जाता है,D,एनपीएस को पेंशन फंड नियामक और विकास प्राधिकरण द्वारा विनियमित किया जाता है,,Medium,MCQ,,
BPSC_67_053,2022,Geography,,भारत के बजट 2022-23 की प्राथमिकताओं में निम्नलिखित में से क्या शामिल नहीं है?,समावेशी विकास,"उत्पादकता वृद्धि और निवेश, सूर्योदय के अवसर, ऊर्जा परिवर्तन और जलवायु कार्रवाई",विनिवेश,पीएम गति शक्ति,C,विनिवेश,,Medium,MCQ,,
BPSC_67_054,2022,Economy,,भारत में वित्तीय वर्ष 2021-22 में टैक्स-जीडीपी अनुपात क्या रहा?,11.7%,11.5%,10.9%,12.5%,A,11.7%,,Medium,MCQ,,
BPSC_67_055,2022,General Studies,,2018 में कमोडिटी डिवीजनों और समूहों द्वारा विश्व निर्यात में भारत की हिस्सेदारी क्या थी?,0·7%,2·1%,1·3%,1·7%,D,1·7%,,Medium,MCQ,,
BPSC_67_056,2022,General Studies,,वर्ष 2020-21 में चौथे अग्रिम अनुमान के अनुसार भारत में गेहूं का कुल उत्पादन कितना था?,209.5 मिलियन टन,501.5 मिलियन टन,201.23 मिलियन टन,109.5 मिलियन टन,D,109.5 मिलियन टन,,Medium,MCQ,,
BPSC_67_057,2022,Bihar Special,,वाइब्रेंट विलेज प्रोग्राम के संबंध में सही कथन चुनें।,यह भारत के महाराष्ट्र राज्य के लिए है,इसकी शुरुआत साल 2017 में हुई थी,यह उत्तरी सीमा पर सीमावर्ती गांवों के विकास के लिए है।,यह बिहार में सड़क संपर्क के विकास के लिए है,C,यह उत्तरी सीमा पर सीमावर्ती गांवों के विकास के लिए है।,,Medium,MCQ,,
BPSC_67_058,2022,Bihar Special,,"बिहार के आर्थिक सर्वेक्षण, 2021-22 के अनुसार गलत कथन चुनें।",बिहार में द्वितीयक क्षेत्र 4-8 प्रतिशत की दर से बढ़ा था।,बिहार में तृतीयक क्षेत्र 8.5 प्रतिशत की उच्चतम दर से बढ़ा था।,बिहार में प्राथमिक क्षेत्र 2.8 प्रतिशत की दर से बढ़ा था।,बिहार में प्राथमिक क्षेत्र 2.3 प्रतिशत की दर से बढ़ा था।,C,बिहार में प्राथमिक क्षेत्र 2.8 प्रतिशत की दर से बढ़ा था।,,Medium,MCQ,,
BPSC_67_059,2022,Bihar Special,,शहरीकरण के बढ़ते स्तर के अनुसार बिहार के निम्नलिखित जिलों का सही क्रम चुनें।,नालन्दा <पटना <मुंगेर,पटनामुंगेर<नालंदा,मुंगेर <नालंदा <पटना,नालन्दा <मुंगेर <पटना,D,नालन्दा <मुंगेर <पटना,,Medium,MCQ,,
BPSC_67_060,2022,Economy,,वित्तीय वर्ष 2022-23 के लिए राजकोषीय घाटा बिहार का जीएसडीपी होने की उम्मीद है।,12.1%,3.47%,9.89%,3.18%,B,3.47%,,Medium,MCQ,,
BPSC_67_061,2022,Bihar Special,,वह विकल्प चुनें जो बिहार की 'सात निश्चय भाग-2 योजना' का हिस्सा नहीं है।,"सशक्त महिला, सक्षम महिला",हर खेत को सिंचाई का पानी,हर किसी के लिए वायुमार्ग,युवा शक्ति-बिहार की प्रगति,C,हर किसी के लिए वायुमार्ग,,Medium,MCQ,,
BPSC_67_062,2022,Bihar Special,,प्रति व्यक्ति आय के अवरोही क्रम में बिहार राज्य के जिलों का सही क्रम चुनें।,शिवहर अररिया > पूर्वी चंपारण > किशनगंज > नवादा,पूर्वी चंपारण > शिवहर > अररिया > किशनगंज > नवादा,अररिया > नवादा > पूर्वी चंपारण > शिवहर किशनगंज,नवादा > किशनगंज > पूर्वी चंपारण > अररिया > शिवहर,D,नवादा > किशनगंज > पूर्वी चंपारण > अररिया > शिवहर,,Medium,MCQ,,
BPSC_67_063,2022,Economy,,एनएसएसओ के 68वें दौर के आधार पर गरीबी अनुमान के बारे में कौन सा कथन सत्य नहीं है?,शहरी क्षेत्रों के लिए गरीबी रेखा 33.33 प्रति व्यक्ति प्रतिदिन परिभाषित की गई है।,भारत की 21.9 प्रतिशत जनसंख्या गरीबी रेखा के नीचे जीवन यापन कर रही थी।,भारत की 33.35 प्रतिशत जनसंख्या गरीबी रेखा से नीचे जीवन यापन कर रही थी।,ग्रामीण क्षेत्रों के लिए गरीबी रेखा 27.20 प्रति व्यक्ति प्रतिदिन परिभाषित की गई है।,C,भारत की 33.35 प्रतिशत जनसंख्या गरीबी रेखा से नीचे जीवन यापन कर रही थी।,,Medium,MCQ,,
BPSC_67_064,2022,General Studies,,निम्नलिखित में से कौन भारत में सूक्ष्म उद्यम को आंशिक रूप से परिभाषित करता है?,वार्षिक टर्नओवर 15 करोड़ से अधिक नहीं,प्लांट एवं मशीनरी में निवेश 1.5 करोड़ से अधिक नहीं,सालाना 5 करोड़ से ज्यादा का टर्नओवर,प्लांट और मशीनरी या उपकरण में निवेश 1 करोड़ से अधिक नहीं,D,प्लांट और मशीनरी या उपकरण में निवेश 1 करोड़ से अधिक नहीं,,Medium,MCQ,,
BPSC_67_065,2022,General Studies,,प्रधानमंत्री कृषि सिंचाई योजना के संबंध में निम्नलिखित में से कौन सा गलत है?,कुओं का निर्माण,जलभृतों के पुनर्भरण में वृद्धि,वर्षा संचयन की निर्माण संरचनाएँ,जल निकायों की मरम्मत एवं नवीनीकरण करें,A,कुओं का निर्माण,,Medium,MCQ,,
BPSC_67_066,2022,Modern History,,बारडोली सत्याग्रह का सफलतापूर्वक नेतृत्व किसने किया?,मोतीलाल नेहरू,जे.बी. कृपलानी,जवाहरलाल नेहरू,वल्लभभाई पटेल,D,वल्लभभाई पटेल,,Medium,MCQ,,
BPSC_67_067,2022,Modern History,,निम्नलिखित में से कौन 1946 ई. में भारत भेजे गए कैबिनेट मिशन का सदस्य नहीं था?,रामसे मैक्डोनाल्ड,ए. वी. अलेक्जेंडर,लॉर्ड पैथिक लॉरेंस,सर स्टैफ़ोर्ड क्रिप्स,A,रामसे मैक्डोनाल्ड,,Medium,MCQ,,
BPSC_67_068,2022,Modern History,,प्रसिद्ध गांधी-इरविन समझौता किस वर्ष हुआ था?,1930 ई,1931 ई,1932 ई,1929 ई,B,1931 ई,,Medium,MCQ,,
BPSC_67_069,2022,Modern History,,भारतीय राष्ट्रीय कांग्रेस ने किस अधिवेशन में पूर्ण स्वतंत्रता प्रस्ताव पारित किया?,1924 ई. बेलगाम,1929 ई. लाहौर,1931 ई. कराची,1920 ई. नागपुर,B,1929 ई. लाहौर,,Medium,MCQ,,
BPSC_67_070,2022,Modern History,,सुभाष चंद्र बोस ने निकोबार द्वीप का नाम बदलकर निकोबार द्वीप कर दिया,शहीद द्वीप,बलिदान द्वीप,नवोदय द्वीप,स्वराज द्वीप,D,स्वराज द्वीप,,Medium,MCQ,,
BPSC_67_071,2022,Bihar Special,,"'चौरी चौरा' किस राज्य में है, जहाँ फरवरी 1922 ई. में एक पुलिस थाने में आग लगा दी गई थी?",मध्य प्रदेश,बिहार,उतार प्रदेश।,राजस्थान,C,उतार प्रदेश।,,Medium,MCQ,,
BPSC_67_072,2022,Bihar Special,,खुदीराम बोस ने किंग्सफोर्ड को किस स्थान पर मारने का प्रयास किया था?,दरभंगा,मुजफ्फरपुर,गया,पटना,B,मुजफ्फरपुर,,Medium,MCQ,,
BPSC_67_073,2022,Modern History,,किस आंदोलन के दौरान 'आजाद दस्ता' बिहार में सक्रिय था?,असहयोग आंदोलन,सविनय अवज्ञा आंदोलन,भारत छोड़ो आंदोलन,चम्पारण सत्याग्रह,C,भारत छोड़ो आंदोलन,,Medium,MCQ,,
BPSC_67_074,2022,General Studies,,1946 ई. की अंतरिम सरकार के मंत्रिमंडल में श्रम विभाग का पोर्टफोलियो किसे आवंटित किया गया था?,डॉ. राजेंद्र प्रसाद,डॉ अनुग्रह नारायण सिंह,सैयद अली जहीर,जगजीवन राम,D,जगजीवन राम,,Medium,MCQ,,
BPSC_67_075,2022,General Studies,,1942 ई. में किस उत्सव के अवसर पर जयप्रकाश नारायण हज़ारीबाग़ जेल से भाग निकले थे?,होली,दशहरा,दीपावली,बैसाखी,C,दीपावली,,Medium,MCQ,,
BPSC_67_076,2022,General Studies,,में डॉ. राजेंद्र प्रसाद को संविधान सभा का अध्यक्ष चुना गया,अक्टूबर 1946 ई,नवम्बर 1946 ई,दिसम्बर 1946 ई,सितम्बर 1946 ई,C,दिसम्बर 1946 ई,,Medium,MCQ,,
BPSC_67_077,2022,Modern History,,'सीमांत गांधी' के नाम से किसे जाना जाता है?,शौकत अली,अबुल कलाम आज़ाद,अब्दुल गफ्फार खान,एम. ए. जिन्ना,C,अब्दुल गफ्फार खान,,Medium,MCQ,,
BPSC_67_078,2022,General Studies,,झाँसी की रानी लक्ष्मीबाई की मृत्यु कहाँ हुई थी?,कानपुर,ग्वालियर,झांसी,लखनऊ,B,ग्वालियर,,Medium,MCQ,,
BPSC_67_079,2022,Modern History,,"बंगाल विभाजन के बारे में किसने कहा है, ""विभाजन की घोषणा बम के गोले जैसी लगती है""?",गोपाल कृष्ण गोखले,बिपिन चंद्र पाल,चितरंजन दास,सुरेंद्र नाथ बनर्जी,D,सुरेंद्र नाथ बनर्जी,,Medium,MCQ,,
BPSC_67_080,2022,Modern History,,सरदार उधम सिंह ने किसकी हत्या की?,कर्ज़न वायली,माइकल ओ'ड्वेयर,सॉन्डर्स,जनरल डायर,B,माइकल ओ'ड्वेयर,,Medium,MCQ,,
BPSC_67_081,2022,General Studies,,एक घड़ी सुबह 6 बजे सही कर दी जाती है। यह 24 घंटे में 10 मिनट बढ़ जाती है। जब घड़ी अगले दिन पूर्वाह्न 11 बजे का संकेत देगी तो सही समय क्या होगा?,48 मिनट बीते,10 बजकर 50 मिनट,10 बजकर 54 मिनट,सुबह 10 बजे,A,48 मिनट बीते,,Medium,MCQ,,
BPSC_67_082,2022,General Studies,,5 और 6 बजे के बीच किस समय घड़ी की दोनों सुईयां संपाती होंगी?,5 बजकर 27 मिनट,5 बजकर 27 3/11 मिनट,5 बजकर 28 मिनट,5 बजकर 26 मिनट,B,5 बजकर 27 3/11 मिनट,,Medium,MCQ,,
BPSC_67_083,2022,General Studies,,"अनिल और सुमन मिलकर उस काम को 12 दिनों में कर सकते हैं, जिसे अनिल अकेले 20 दिनों में कर सकता है। अगर सुमन को अकेले ही यह काम करना पड़े तो वह ले लेगा",28 दिन,29 दिन,30 दिन,27 दिन,C,30 दिन,,Medium,MCQ,,
BPSC_67_084,2022,General Studies,,"55 छात्रों की एक कक्षा में, 34 को क्रिकेट खेलना पसंद है और 26 को बैडमिंटन खेलना पसंद है। साथ ही, प्रत्येक छात्र दो खेलों में से कम से कम एक खेलना पसंद करता है। कितने छात्र क्रिकेट और बैडमिंटन दोनों खेलना पसंद करते हैं?",4,5,6,3,B,5,,Medium,MCQ,,
BPSC_67_085,2022,General Studies,,वे दो प्राकृतिक संख्याएँ कौन सी हैं जिनका गुणनफल 2400 है और जिनके वर्गों का योग 5200 है?,"80, 30","75, 32","60, 40","120, 20",C,"60, 40",,Medium,MCQ,,
BPSC_67_086,2022,General Studies,,"100 और 500 के बीच कितनी संख्याएँ 4, 5 और 6 से विभाज्य हैं?",6,7,8,5,B,7,,Medium,MCQ,,
BPSC_67_087,2022,General Studies,,70 किलो के मिश्रण में रेत और सीमेंट का अनुपात 4:1 है। मिश्रण में कितनी रेत मिलाई जानी चाहिए ताकि उसमें रेत और सीमेंट का अनुपात 6:1 हो जाए?,28 किग्रा,30 किग्रा,32 किग्रा,24 किग्रा,A,28 किग्रा,,Medium,MCQ,,
BPSC_67_088,2022,General Studies,,150 प्रति दर्जन की दर से संतरे बेचने पर शशि को 25% की हानि होती है। 20% का लाभ प्राप्त करने के लिए उसे उन्हें किस दर पर बेचना चाहिए?,230 प्रति दर्जन,240 प्रति दर्जन,250 प्रति दर्जन,220 प्रति दर्जन,B,240 प्रति दर्जन,,Medium,MCQ,,
BPSC_67_089,2022,General Studies,,एक समचतुर्भुज के विकर्णों की लंबाई 10 सेमी और 24 सेमी है। इसकी परिधि है,52 सेमी,56 सेमी,60 सेमी,48 सेमी,A,52 सेमी,,Medium,MCQ,,
BPSC_67_090,2022,General Studies,,140 मीटर लंबी एक ट्रेन 60 किमी/घंटा की गति से चल रही है और एक कुत्ता 18 किमी/घंटा की गति से ट्रेन के समानांतर उसी दिशा में दौड़ रहा है। ट्रेन कुत्ते को पार कर जाएगी,11 सेकंड,12 सेकंड,12 ½ सेकंड,10 सेकंड,B,12 सेकंड,,Medium,MCQ,,
BPSC_67_091,2022,General Studies,,आवर्धक लेंस में किस प्रकार के लेंस का उपयोग किया जाता है?,प्लैनो-अवतल लेंस,उत्तल लेंस,उत्तल दर्पण,अवतल लेंस,B,उत्तल लेंस,,Medium,MCQ,,
BPSC_67_092,2022,Science,,चुम्बकत्व का अनुचुम्बकीय सिद्धांत लागू होता है,पारा,लोहा,प्लैटिनम,निकल,C,प्लैटिनम,,Medium,MCQ,,
BPSC_67_093,2022,Science,,परमाणु का नाभिक होता है,इलेक्ट्रॉन और प्रोटॉन,प्रोटॉन और न्यूट्रॉन,केवल इलेक्ट्रॉन,इलेक्ट्रॉन और न्यूट्रॉन,B,प्रोटॉन और न्यूट्रॉन,,Medium,MCQ,,
BPSC_67_094,2022,Science,,"वह धातुकर्म प्रक्रिया जिसमें धातु को मिश्रित अवस्था में प्राप्त किया जाता है, कहलाती है",बरस रही,पकाना,झाग तैरना,गलाने,D,गलाने,,Medium,MCQ,,
BPSC_67_095,2022,General Studies,,निम्नलिखित में से कौन पीतल के घटक हैं?,लोहा और जस्ता,तांबा और निकल,लोहा और तांबा,जस्ता और तांबा,D,जस्ता और तांबा,,Medium,MCQ,,
BPSC_67_096,2022,General Studies,,निम्नलिखित में से किसे बुझा हुआ चूना कहा जाता है?,सीएसीओ 2,सीए(ओएच) 2,सीएसीएल 2,काओ,D,काओ,,Medium,MCQ,,
BPSC_67_097,2022,General Studies,,जब लोहे में जंग लगती है तो उसका वजन क्या होता है?,घटता है फिर बढ़ता है,बढ़ता है फिर घटता है,वैसा ही रहता है,लम्बे समय तक बढ़ता रहता है,D,लम्बे समय तक बढ़ता रहता है,,Medium,MCQ,,
BPSC_67_098,2022,Science,,निम्नलिखित में से किसे सफेद धातु के रूप में भी जाना जाता है?,रोडियाम,प्लैटिनम,दुर्ग,निकल,E,उपरोक्त में से कोई नहीं/उपर्युक्त में से एक से अधिक उत्तर दिखाएँ/छिपाएँ,,Medium,MCQ,,
BPSC_67_002,2022,Science,,यूरेनियम और सीसा उत्तम धातु के उदाहरण हैं। उपरोक्त में से कौन सा/से कथन सही है/हैं?,केवल 2,1 और 2 दोनों,पीतल भी उत्तम धातु है,केवल 1,D,केवल 1,,Medium,MCQ,,
BPSC_67_002,2022,Science,,"जब मिथाइल अल्कोहल को पानी में मिलाया जाता है, तो पानी का क्वथनांक कम हो जाता है। उपरोक्त में से कौन सा/से कथन सही है/हैं?",केवल 1,केवल 2,1 और 2 दोनों,नमक और मिथाइल अल्कोहल व्यवहार में समान हैं,C,1 और 2 दोनों,,Medium,MCQ,,
BPSC_67_101,2022,General Studies,,निम्नलिखित में से कौन सा बायोगैस का मुख्य घटक है?,प्रोपेन,बुटान,एटैन,मीथेन,D,मीथेन,,Medium,MCQ,,
