Q_ID,Year,Subject,Sub_Topic,Question,Opt_A,Opt_B,Opt_C,Opt_D,Correct_Answer,Correct_Option_Text,Explanation,Difficulty,Question_Type,Repeats_In,Zone
BPSC_66_082,2020,General Studies,Soils & Agriculture,Which Arab state has started first nuclear power plant?,Iraq,Saudi Arabia,United Arab Emirates,Egypt,C,United Arab Emirates,,Medium,MCQ,"2019,2020,2022",
BPSC_66_083,2020,General Studies,Indian States & Cities,Which was the first Arab state was the first Arab state to sign peace deal with Israel?,Egypt,Jordan,Bahrain,Sudan,C,Bahrain,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_084,2020,Science,Biology & Health,Which country assumed the role of Chairman of the International Labour Organization’s Governing Body for the period of October 2020 till June 2021?,Japan,New Zealand,Australia,India,D,India,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_086,2020,Modern History,Gandhian Movements,Who drew Gandhiji’s attention to the plight of indigo peasants in Champaran?,Rajendra Prasad,Anugrah Narayan Sinha,Acharya Kripalani,Raj Kumar Shukla,D,Raj Kumar Shukla,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_087,2020,Ancient History,Mauryan Empire,Which was the first capital of ancient Mahajanapada Magadh?,Pataliputra,Vaishali,Champa,Anga,D,Anga,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_66_088,2020,Bihar Special,Bihar History,Swami Sahajananda was related to which of the following ?,Tribal Movement in Bihar,Labour Movement in Bihar,Peasant Movement in Bihar,Caste Movement in Bihar,C,Peasant Movement in Bihar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_089,2020,Modern History,Gandhian Movements,Which of the following was Gandhiji’s first Satyagraha Movement in India in which he used Civil Disobedience?,Champaran,Kheda,Ahmedabad,Rowlatt Satyagraha,A,Champaran,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_090,2020,Ancient History,Indus Valley Civilization,"In which of the following Harappan cities, furrows of ploughed fields have been found?",Kalibangan,Dholavira,Mohenjo-daro,Lothal,A,Kalibangan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_091,2020,Ancient History,Vedic Age,"Triratna or Three Jewels, i.e., right knowledge, right faith and right action are related to which of the following?",Buddhism,Hinduism,Jainism,Christianity,C,Jainism,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_092,2020,Ancient History,Buddhism,Which of the following rulers convened the Fourth Buddhist Council in Kashmir?,Ashoka,Ajatashatru,Kanishka,Kalashoka,C,Kanishka,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_093,2020,Science,International Affairs,Which of the following philosophies of India propounded the atom theory?,Yoga,Nyaya,Sankhya,Vaisheshika,D,Vaisheshika,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_094,2020,Modern History,Biology & Health,Which Delhi Sultan is known for adopting the blood and iron policy?,Iltutmish,Balban,Ala-ud-din Khalji,Muhammad bin Tughluq,B,Balban,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_095,2020,Ancient History,Post-Gupta Period,Which medieval Indian empire was famous for elaborated local self-government?,Chalukya,Chola,Solanki,Parmar,B,Chola,,Medium,MCQ,"2018,2020",
BPSC_66_096,2020,General Studies,Revolutionary Movements,Pietra dura is related to which of the following?,Decorating the walls floral designs made of semi-precious,Building sloping wall in Minars,Use of arch in construction,Use of marble in buildings,A,Decorating the walls floral designs made of semi-precious,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_097,2020,Modern History,Medieval Kingdoms,Which Mughal ruler established Karkhanas for painting?,Humayun,Akbar,Jahangir,Shah Jahan,C,Jahangir,,Medium,MCQ,"2018,2019,2020,2023",
BPSC_66_098,2020,Modern History,British Administration,The dual system of governance in Bengal was enforced by,Warren Hastings,William Bentinck,Robert Clive,Lord Curzon,C,Robert Clive,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_099,2020,Polity,Parliament,Who among the following participated in the Parliament of Religions held at Chicago in 1893 ?,Dayananda Saraswati,Swami Vivekananda,Mahatma Gandhi,Raja Rammohan Roy,B,Swami Vivekananda,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_100,2020,Modern History,Gandhian Movements,Who established Swaraj Party in 1923?,Mahatma Gandhi,Vallabhbhai Patel,C. R. Das and Motilal Nehru,BR Ambedkar,C,C. R. Das and Motilal Nehru,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_101,2020,General Studies,Revolutionary Movements,"Who wrote the famous play, Neel Darpan in which oppression of indigo farmers is displayed?",Sharat Chandra Chatterjee,Rabindranath Tagore,Barindra Ghosh,Dinabandhu Mitra,D,Dinabandhu Mitra,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_102,2020,Modern History,British Administration,The famous Battle of Wandiwash in 1760 was fought by the British against whom?,The French,Spain,Mysore,Carnatic,A,The French,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_103,2020,General Studies,British Administration,Which of the following Acts introduced separate electorate system in India?,"The Regulating Act, 1773","The Charter Act, 1833","The Pitt’s India Act, 1784","The Indian Councils Act, 1909",D,"The Indian Councils Act, 1909",,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_104,2020,Modern History,Mountains & Passes,Kol Mutiny of 1831 under Buddho Bhagat took place in which of the following regions?,Kutch,Singhbhum,Western Ghats,Satara,B,Singhbhum,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_105,2020,Modern History,Revolt of 1857,Who spearheaded the 1857 Revolt in Bihar?,Nana Saheb,Tatya Tope,None of the above/More than one of the above Show Answer/Hide,Maulavi Ahmadullah,C,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_66_106,2020,Economy,Banking & Finance,Among the following pairs of tribe and h one is not correctly matched?,Santhal – Banka,Munda – Jamui,Oraon – Supaul,Kharwar – Bhagalpur,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_107,2020,Geography,Indian States & Cities,What is the percentage of all types of forest area to the total geographical area of Bihar State?,7.27,6.87,3.21,12.77,B,6.87,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_108,2020,Geography,National Parks & Wildlife,Which one of the following districts is having the only National Park of Bihar?,Nalanda,Bhagalpur,West Champaran,East Champaran,C,West Champaran,,Medium,MCQ,"2020,2022,2023",
BPSC_66_109,2020,Geography,Indian States & Cities,The largest island of Japan in terms of the geographical area is,Hokkaido,Honshu,Shikoku,Kyushu,B,Honshu,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_110,2020,General Studies,International Affairs,Greenland is a part of which one of the following countries?,Denmark,Finland,Canada,United Kingdom,A,Denmark,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_111,2020,General Studies,Indian States & Cities,Which one of the following countries of the world has the largest Indian population as on December 2018?,United Arab Emirates,Malaysia,United Kingdom,United States of America,D,United States of America,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_112,2020,General Studies,Revolutionary Movements,"Among the following countries, which country has recorded the highest annual gold output (in tonnes) in 2019?",Russia,Australia,China,United States of America,C,China,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_113,2020,General Studies,World Geography,"Among the following continents, which one has the highest number of countries?",Europe,Asia,Africa,North America,C,Africa,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_114,2020,General Studies,Peasant & Tribal Movements,The State of India with the highest percentage of tribal population total population as per the 2011 Census is,Arunachal Pradesh,Nagaland,Mizoram,Meghalaya,C,Mizoram,,Medium,MCQ,"2018,2020,2022,2023",
BPSC_66_115,2020,General Studies,Indian States & Cities,Which one of the following coffee growing areas is not in Karnataka?,Chikmagalur,Coorg,Baba Budangin,Pulneys,D,Pulneys,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_116,2020,General Studies,Indian States & Cities,Which one of the following districts of India is the largest in terms of geographical area?,Leh,Kutch,Jaisalmer,Barmer,B,Kutch,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_117,2020,Geography,National Parks & Wildlife,The State of India with maximum number of wildlife sanctuaries is,Karnataka,Tamil Nadu,Maharashtra,Madhya Pradesh,D,Madhya Pradesh,,Medium,MCQ,"2020,2022,2023",
BPSC_66_118,2020,Geography,Rivers & Water Bodies,Which of the following rivers flowing in Bihar is a north flowing river?,Bagmatic,Kamla,Kosi,Gandak,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_119,2020,General Studies,Mountains & Passes,Atal Tunnel is across which one of the following Himalayan ranges?,Zanskar,Western Pir Panjal,Ladakh,Eastern Pir Panjal,D,Eastern Pir Panjal,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_120,2020,General Studies,Indian States & Cities,India’s 13th major port is going to be set up in which State?,Kerala,Gujarat,Maharashtra,Tamil Nadu,D,Tamil Nadu,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_121,2020,Science,Physics,Which one of the following States is a leading producer of solar energy in India?,Telangana,Karnataka,Andhra Pradesh,Rajasthan,D,Rajasthan,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_122,2020,Geography,Minerals & Energy,"Among the following pairs of mineral and district, which one is correctly matched?",Limestone – Kaimur,Mica – Bhagalpur,Quartzite – Madhubani,Lead-zinc – Gaya,A,Limestone – Kaimur,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_123,2020,Ancient History,Indus Valley Civilization,Which one of the following pairs of industry and place is not correctly matched ?,Oil refinery – Barauni,Cement – Banjari,Fertilizer – Bhaurahi,Wagon and engineering – Bhagalpur,D,Wagon and engineering – Bhagalpur,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_124,2020,Geography,Soils & Agriculture,Piedmont Swamp Soil is found only in which one of the following districts of Bihar?,Madhubani,Bhagalpur,West Champaran,Sitamarhi,C,West Champaran,,Medium,MCQ,"2019,2020,2022",
BPSC_66_125,2020,Geography,Rivers & Water Bodies,"In which one of the following pairs of Administrative Divisions of Bihar, Ganga river does not flow?",Darbhanga-Munger,Purnea-Bhagalpur,Tirhut-Saran,Kosi-Magadh,A,Darbhanga-Munger,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_126,2020,Modern History,British Administration,"Which company established factory in 1632 at Patna, Bihar?",British East India Company,Dutch East India Company,Portuguese East India Company,French East India Company,B,Dutch East India Company,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_127,2020,Economy,Physics,Which one of the following is not the characteristic of decentralization?,Autonomy,People’s participation,To instil non-confidence among local communities,To empower local communities,C,To instil non-confidence among local communities,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_128,2020,Polity,Constitution & Constituent Assembly,Which Act is not the landmark in the development of the Constitution during the British Rule?,"The Regulating Act, 1773","The Charter Act, 1833","The Government of India Act, 1919","The Protection of Civil Rights Act, 1955",D,"The Protection of Civil Rights Act, 1955",,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_129,2020,Polity,Parliament,Who won the bid to construct the new Parliament building recently?,L&T Limited,Reliance Projects Limited,Tata Projects Limited,The National Highways Authority of India,C,Tata Projects Limited,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_130,2020,Polity,Constitution & Constituent Assembly,Which Article in the Indian Constitution is related with the establishment of the Election Commission of India?,Article 324,Article 148,Article 342,Article 325,A,Article 324,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_131,2020,General Studies,Schemes & Programmes,Who is the Head of the National Commission for Women at present?,Mamta Sharma,Lalitha Kumaramangalam,Rekha Sharma,Smriti Irani,C,Rekha Sharma,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_66_132,2020,General Studies,Indian States & Cities,What is meant by meant by ‘Rule of Law’?,One act for all and one judiciary,One act for all and one State for all,One State for all and one judiciary for all,All acts for one and one judiciary for all,A,One act for all and one judiciary,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_133,2020,Polity,Panchayati Raj & Municipalities,Which Article gives the list of 29 functions to be performed by the Panchayati Raj Institutions?,Article 243(H),Article 243(E),Article 243(F),Article 243(G),D,Article 243(G),,Medium,MCQ,"2019,2020,2022,2023",
BPSC_66_134,2020,Polity,Constitutional Amendments,When was the Citizenship (Amendment) Act passed?,"11th December, 2018","11th December, 2019","11th October, 2019","11th October, 2020",B,"11th December, 2019",,Medium,MCQ,,
BPSC_66_135,2020,Polity,Constitution & Constituent Assembly,The legislative origins of the 73rd Constitutional Amendment Act can be traced back to which Constitutional Amendment Bill?,61st Constitutional Amendment Bill,62nd Constitutional Amendment Bill,63rd Constitutional Amendment Bill,64th Constitutional Amendment Bill,D,64th Constitutional Amendment Bill,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_136,2020,Economy,Agriculture & Rural Economy,Bihar Government launched a new scheme ‘Satat Jivikor Yojana’ in August 2018. The objective of this scheme is,to provide unemployment allowance to youth,to provide employment in rural areas through local bodies,to provide sustainable income generating assets to extremely poor households,to provide free training for skill upgradation of youth,B,to provide employment in rural areas through local bodies,,Medium,MCQ,"2018,2020,2022",
BPSC_66_137,2020,Science,Physics,Which of the following is not included in Seven Resolves (Saat Nishchay) of Bihar Government?,Women employment,Clean drinking water,Supply of electricity to all households,Child welfare,D,Child welfare,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_138,2020,Bihar Special,Bihar History,"The per capita Net State Domestic Product at constant prices for Bihar is less than the country. In the year 2018-19, it was",75 percent of the national average,60 percent of the national average,50 percent of the national average,33 percent of the national average,D,33 percent of the national average,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_139,2020,General Studies,Transport & Industry,Which one among the following is not an objective of food management India?,Distribution of food grains,Procurement of food grains,Maintenance of food grains buffer stock,Export of food grains,D,Export of food grains,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_66_140,2020,Economy,Banking & Finance,Revenue deficit in India implies that,the Indian Government needs to borrow in order to finance its expenses which will create capital assets,the Indian Government needs to borrow in order to finance its expenses which do not create capital assets,the Indian Government needs to borrow from the Reserve Bank of India against government securities,the Indian Government needs to borrow from international financial institutions,B,the Indian Government needs to borrow in order to finance its expenses which do not create capital assets,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_141,2020,General Studies,Revolutionary Movements,Which of the following countries is India’s top trading partner in 2019-20?,USA,China,UAE,Saudi Arabia,A,USA,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_142,2020,General Studies,Transport & Industry,Which of the following infrastructure sectors of India is related with Bharatmala Project?,Telecom sector,Railways,Road infrastructure,Port sector,C,Road infrastructure,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_66_143,2020,Ancient History,Indus Valley Civilization,Which of the following agencies releases the index of industrial production to measure industrial performance in India?,The National Sample Survey Office (NSSO),The Reserve Bank of India (RBI),The Central Statistics Office (CSO),The Indian Statistical Institute (ISI),E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_144,2020,General Studies,Transport & Industry,"According to the Ease of Doing Business Report, 2020, India improved their rank from",77 in previous year 20 63rd position,130 in previous year to 100th position,100 in previous year to 77th position,77 in previous year to 67th position,A,77 in previous year 20 63rd position,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_66_145,2020,Economy,Banking & Finance,"To improve institutional agricultural credit flow, what credit target for 2020-21 has been fixed in the Union Budget of India?",10 lakh crore,13.5 lakh crore,15 lakh crore,16.5 lakh crore,A,10 lakh crore,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_146,2020,Geography,Climate & Monsoon,The objective of PM-KUSUM Scheme is,to reduce farmers’ dependence on monsoon for irrigation,to reduce farmers’ dependence on moneylenders for credit,promotion of floriculture in India,to remove farmers’ dependence diesel and kerosene and to link pump sets to solar energy,D,to remove farmers’ dependence diesel and kerosene and to link pump sets to solar energy,,Medium,MCQ,"2018,2020,2022,2023",
BPSC_66_147,2020,Economy,Banking & Finance,Which of the following commercial banks of India come India comes in top 100 global banks?,ICICI Bank,SBI,HDFC Bank,Kotak Mahindra Bank,B,SBI,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_148,2020,Ancient History,Indus Valley Civilization,The Government of India announced a new scheme ‘NIRVIK’ in the Budget for 2020-21. Which of the following sectors of economy will take the benefit from this scheme?,Agriculture sector,Industrial sector,Health sector,Export sector,D,Export sector,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_149,2020,Economy,Banking & Finance,"Bihar Government has introduced the Comprehensive Financial Management System (CFMS) on 1st April, 2019. This system",will make all financial activities in the State online and paperless,will solve the problem of NPA of banks,will ensure effective implementation of State projects,will manage State Government finances including local bodies,A,will make all financial activities in the State online and paperless,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_66_150,2020,Bihar Special,Bihar History,"The Government of India conferred the Krishi Karman Award to Bihar State on 2nd January, 2020. This award was given for",production and productivity of maize and wheat,food grain production,production of rice,production of oilseeds,A,production and productivity of maize and wheat,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_001,2022,Ancient History,Trade & Industry,Who established trade relations with the Roman empire?,Cheras,Western Shakas,Vakatakas,Kushanas,D,Kushanas,,Medium,MCQ,"2019,2022,2023",
BPSC_67_002,2022,Modern History,International Affairs,The Muslim ruler whose empire was regarded as a part of Dar-ul-Islam was,Razia,Iltutmish,Nasir-ud-Din,Balban,B,Iltutmish,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_003,2022,Modern History,Physics,Who among the following opposed the power of the Khalifa?,Alauddin Khalji,Muhammad-bin-Tughluq,Balban,Iltutmish,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_004,2022,Modern History,International Affairs,Tughril Khan raised a standard of revolt during whose reign?,Alauddin Khalji,Feroz Tughluq,Khizr Khan,Balban,D,Balban,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_005,2022,Modern History,Revolt of 1857,Who was the first Mughal ruler who fought against the British?,Aurangzeb,Shah Jahan,Bahadur Shah Zafar,Jahangir,A,Aurangzeb,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_67_004,2022,Science,Biology & Health,Suppression of the organized bands of Thugs. Choose the correct answer from the codes given below.,"1, 3 and 4 only","1, 2 and 4 only","1, 2, 3 and 4",1 and 2 only,B,"1, 2 and 4 only",,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_007,2022,General Studies,General Studies,Sindh was conquered and annexed by,Sleeman,Napier,Lawrence,Wellington,B,Napier,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_008,2022,General Studies,General Studies,"In which year, the first Census was introduced in India?",1901,1911,1921,1872,D,1872,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_009,2022,Modern History,Revolutionary Movements,"On which date, Sukhdev, Bhagat Singh and Rajguru were hanged?","23rd March, 1931.","7th September, 1931","4th March, 1931","12th November, 1930",A,"23rd March, 1931.",,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_010,2022,Modern History,Gandhian Movements,Who was the third Satyagrahi of Individual Satyagraha launched by Mahatma Gandhi in 1940?,Jawaharlal Nehru,Rajendra Prasad,Brahma Dutt,Vinoba Bhave,C,Brahma Dutt,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_011,2022,Modern History,Gandhian Movements,Who launched secret radio during the Quit India Movement?,Subhadra Kumari Chauhan,Sucheta Kripalani,Annie Besant,Usha Mehta,D,Usha Mehta,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_012,2022,Ancient History,International Affairs,Who was the Physician of Magadh ruler Bimbisara?,Vijayasena,Jeevaka,Manu,Shilabhadra,B,Jeevaka,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_013,2022,Bihar Special,Bihar History,Who was the real founder of Turk rule in Bihar?,Ibn Bakhtiyar Khilji,Ibrahim,Dariya Khan Noohani,Malik Husamuddin,A,Ibn Bakhtiyar Khilji,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_014,2022,Polity,Governor & State Legislature,Who was the first Indian Governor,Dr. Shri Krishna Singhn,Brij Kishor Prasad,B. P. Mandal,Satyendra Prasanna Sinha,D,Satyendra Prasanna Sinha,,Medium,MCQ,"2018,2019,2022,2023",
BPSC_67_015,2022,Modern History,Peasant & Tribal Movements,Who were the leaders of Santhal Revolt?,Sidhu and Kanhu,Gaurakshni Bhagat and Keshav Chandra Roy,Shambhunath Pal and Korra Mallaya,Jara Bhagat and Balaram Bhagat,A,Sidhu and Kanhu,,Medium,MCQ,"2018,2020,2022,2023",
BPSC_67_016,2022,Modern History,Bihar History,In which year the Chauri Revolt of Bihar took place?,1842,1798,1784,1832,B,1798,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_017,2022,Bihar Special,Bihar History,In which year was Orissa separated from Bihar?,1936,1956,2000,1912,A,1936,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_018,2022,Ancient History,Buddhism,Wherewas thefirstBuddhistCouncilconvened?,Rajagiriha,Amaravati,Kanganhalli,Pataliputra,A,Rajagiriha,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_019,2022,Ancient History,Mauryan Empire,Which Gupta ruler assumed the throne after killing his elder brother?,Samudragupta,Chandragupta II,Skandagupta,Shri Gupta,B,Chandragupta II,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_67_021,2022,Geography,Minerals & Energy,The Sargasso Sea is a part of the,Arctic Ocean,North Atlantic Ocean,South Atlantic Ocean,Indian Ocean,B,North Atlantic Ocean,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_022,2022,General Studies,Revolutionary Movements,What is the boundary line between India and China called?,Radcliffe Line,Indira Point,Durand Line,McMahon Line,D,McMahon Line,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_023,2022,Geography,Climate & Monsoon,Rajasthan receives very little rain because,it is too hot,there is no water available and thus the winds remain dry,the winds do not come across any barriers to cause the necessary uplift to cool the air,the monsoon fails to reach this area,C,the winds do not come across any barriers to cause the necessary uplift to cool the air,,Medium,MCQ,"2018,2020,2022,2023",
BPSC_67_003,2022,Environment,Ecology & Biodiversity,The Project Tiger is a tiger conservation programme. Which of the above statements is/are correct?,1 and 3 only,2 and 3 only,"1, 2 and 3",1 only,C,"1, 2 and 3",,Medium,MCQ,,
BPSC_67_025,2022,General Studies,General Studies,For which cultivation Karewas are famous?,Saffron,Mango,Grapes,Banana,A,Saffron,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_026,2022,Bihar Special,Bihar History,Which State in India is the leading producer of thorium?,Bihar,Jharkhand,Madhya Pradesh,Kerala,D,Kerala,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_027,2022,Ancient History,Indus Valley Civilization,At which of the following places the newsprint paper industry is located?,Durgapur,Nepanagar,Kanpur,Satana,B,Nepanagar,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_028,2022,General Studies,Minerals & Energy,Where was the first coal mine in India mined?,Raniganj,Dhanbad,Asansol,Jharia,A,Raniganj,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_029,2022,Bihar Special,Peasant & Tribal Movements,"According to the Census of India, 201 which Scheduled Tribe is largest in India?",Kol,Bhil,Gond,Santhal,B,Bhil,,Medium,MCQ,"2018,2020,2022,2023",
BPSC_67_030,2022,Bihar Special,Bihar History,The total geographical area of Bihar State is,94316 sq. km,94163 sq. km,94526 sq. km,94200 sq. km,B,94163 sq. km,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_031,2022,Geography,Rivers & Water Bodies,Which river is known as the Sorrow of Bihar?,Ganga,Kosi,Sone,Ghagra,B,Kosi,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_032,2022,Bihar Special,Bihar History,"In which district of Bihar, Telhar Kund Waterfall is located?",Nawada,Kaimur,Rohtas,Sasaram,B,Kaimur,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_033,2022,Bihar Special,Bihar History,Which is Asia’s largest and freshwater oxbow lake in Bihar?,Kanwar Lake,Anupam Lake,Kusheshwar Lake,Ghogha Lake,A,Kanwar Lake,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_034,2022,Economy,Banking & Finance,Which district of Bihar has the largest gold reserve?,Jamui,Banka,Katihar,Munger,A,Jamui,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_035,2022,Economy,Banking & Finance,Which district of Bihar is known as ‘silk city”?,Bhojpur,Bhagalpur,Banka,Katihar,B,Bhagalpur,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_036,2022,Bihar Special,Bihar History,What is the female literacy rate of Bihar as per the Census 2011 of India?,71.25%,50.50%,51.50%,61.80%,C,51.50%,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_037,2022,General Studies,Minerals & Energy,Which is the chief heavenly body of the solar system?,Jupiter,Saturn,Sun,Earth,C,Sun,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_038,2022,Science,Chemistry,Which elements are abundant in the formation of the interior layer of the earth?,Silica and magnesium,Basalt and silica,Nickel and ferrum,Silica and aluminium,C,Nickel and ferrum,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_039,2022,General Studies,International Affairs,Who among the following postulated the concept of geographical cycle of erosion?,W. M. Davis,S. W. Wooldridge,Kober,A. Holmes,A,W. M. Davis,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_040,2022,General Studies,General Studies,"In which hemisphere, roaring forties, furious fifties and shrieking sixties are blowing?",Southern Hemisphere,Eastern Hemisphere,Western Hemisphere,Northern Hemisphere,A,Southern Hemisphere,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_041,2022,Polity,Parliament,Generally how many sessions are there in the Lok Sabha?,4,5,6,3,D,3,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_042,2022,General Studies,Schemes & Programmes,Who was the Chairman of the First Law Commission in Independent India?,Justice V. K. Sundaram,Justice T. V. Venkatarama Aiyar,Mr. M. C. Setalvad,Justice J. L. Kapur,C,Mr. M. C. Setalvad,,Medium,MCQ,"2018,2019,2020,2022",
BPSC_67_043,2022,Polity,Constitution & Constituent Assembly,"If ‘One Nation One Election’ is to be realized in India, which Article of the IndianConstitution will require an amendment?",Article 172,Article 356,Article 246,Article 83,E,None of the above/More than one of the above. Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_044,2022,Polity,Panchayati Raj & Municipalities,Which State does not have a Panchayati System?,Mizoram,Meghalaya,Kerala,Nagaland,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2019,2020,2022,2023",
BPSC_67_045,2022,Polity,Parliament,The division of each State and territorial constituencies for the Lok Sabha is done by the Delimitation Commission. This delimitation has been freezed till which year?,2025,2026,2027,2024,B,2026,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_046,2022,Polity,Constitution & Constituent Assembly,The Supreme Court is a,Protector of human rights,Final interpreter of the Constitution,Civil court,Federal court,E,None of the above/More than one of the above Show Answer/Hide,,Medium,MCQ,"2018,2019,2020,2022,2023",
BPSC_67_047,2022,Polity,Panchayati Raj & Municipalities,"To review the financial position of Panchayats, the State Government constituted every five years a/an",finance committee,advisory commission,advisory committee,finance commission,D,finance commission,,Medium,MCQ,"2019,2020,2022,2023",
